"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_1","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6"
30000,2,1,2,23,4,4,3,2,3,2,29944,29399,28632,30363,29594,30932,206,0,2500,0,2000,0
290000,2,2,1,39,0,0,0,0,0,0,212943,216910,213931,212770,211098,202491,16923,7714,7283,7407,10000,6000
260000,2,3,1,41,0,0,0,2,2,0,137614,137133,134970,88806,86858,89970,5700,9000,4500,0,5000,3700
30000,2,2,2,54,0,0,2,0,0,2,29230,30786,27167,27440,30117,29523,3500,0,3000,6000,0,781
240000,1,3,1,57,0,0,0,0,0,0,224736,230814,234047,164960,167934,171113,9573,7893,6151,5527,5708,5738
210000,1,2,2,26,0,0,0,0,0,0,92083,88001,90533,93027,96524,100765,4000,4000,4000,5000,6000,23500
100000,1,3,2,48,-1,-1,2,2,-1,-1,390,780,390,0,780,0,780,0,0,780,0,0
20000,2,2,1,36,1,2,2,2,2,2,16161,17596,17031,19715,19806,18747,2000,0,3300,700,0,1200
220000,2,2,1,33,-2,-2,-2,-2,-2,-2,9649,8300,1590,1341,8171,14253,8300,1590,1341,8171,14253,3513
220000,2,2,2,37,-2,-2,-2,-2,-2,-2,2662,1918,4626,5602,769,5595,1918,4626,5602,769,5595,2538
20000,2,2,1,22,0,0,0,0,0,0,18475,18993,19973,20081,20292,20289,1400,1300,700,800,1000,1000
140000,1,2,2,27,0,-1,-1,0,0,0,24048,1999,109104,110336,67197,67910,2014,110330,5012,5000,3000,5000
120000,2,2,1,38,-1,-1,-1,-1,-1,-1,4100,7270,820,820,2870,970,7270,820,820,2870,970,820
320000,2,1,2,32,-2,-2,-2,-2,-2,-2,3916,2872,4704,3382,2575,8097,2886,4732,3398,2588,8137,2474
360000,2,1,2,27,0,0,0,0,0,0,297275,307394,314534,289355,274484,247998,20000,15000,19355,10000,10000,10000
120000,2,3,1,50,0,0,0,0,0,2,111564,112482,115046,80987,85921,84384,4200,4552,3100,6416,0,3228
360000,1,2,1,35,-2,-2,-1,2,2,-2,0,0,1300,300,0,598,0,1300,0,0,598,1352
10000,1,3,2,34,0,0,0,0,0,0,8820,8813,8464,9474,9716,9960,1100,2148,1158,400,400,400
360000,1,2,1,39,0,0,0,0,0,0,23690,67560,26649,15830,20025,21404,60284,16079,5024,9032,8035,12073
500000,2,1,2,34,-2,-2,-2,-2,-2,-2,11765,6599,11421,-83,49699,3821,6648,11986,0,49947,3840,11939
50000,2,1,2,25,0,0,0,0,0,0,9162,9818,7161,8377,8789,8813,1500,2000,1500,1000,500,500
30000,2,3,2,51,-1,-1,-1,-1,-1,-2,770,-10,390,3797,0,0,0,400,3797,0,0,0
10000,1,2,1,35,0,0,0,0,0,0,5828,7717,8830,9687,10025,10400,2000,1400,1162,500,600,0
260000,2,1,2,33,2,-1,-1,-1,-1,2,1381,491,491,1132,1711,1070,493,493,1134,1072,2,3103
140000,2,3,1,31,2,2,2,2,2,2,89910,92588,91936,94623,94952,95234,5000,1800,5000,1900,4700,0
500000,1,3,2,53,-1,-1,-1,-1,-1,2,17362,16666,16666,16666,33923,16666,16666,16666,16666,33923,0,16666
80000,1,2,2,26,1,2,2,2,0,0,77389,75585,80300,75724,77504,79715,0,6000,0,3000,3500,3000
150000,2,1,1,39,1,2,2,2,2,2,80762,77506,75239,71245,69214,24036,0,3700,0,2000,0,2000
30000,2,2,1,30,0,0,0,2,0,0,25156,25949,28478,27754,28186,30240,1500,3000,0,1001,2500,1200
50000,2,2,1,46,0,0,0,0,0,0,48095,26873,27774,28387,28982,29599,1500,1387,1000,980,1026,843
30000,2,2,1,31,1,2,0,0,2,0,20494,19867,21045,24681,23985,25099,0,1500,4000,0,1500,6000
50000,1,2,2,29,0,0,0,0,2,2,13192,14668,15614,17155,16741,19131,2000,1500,1800,0,2843,0
360000,2,1,1,48,-1,-1,-2,-1,-1,-1,485,-15,-15,12588,1243,-6,0,0,12603,1250,0,420
130000,1,5,1,44,0,0,0,0,0,0,75472,75095,59335,54668,22780,13417,2452,2140,1093,13706,500,100
50000,1,2,1,35,0,0,0,0,0,0,22188,20501,22161,24784,26750,29632,2000,2000,3000,2700,3500,1000
30000,2,3,1,37,2,2,2,2,2,2,21368,22194,18098,14542,15758,13149,1500,1400,0,1527,0,524
380000,2,1,1,43,-1,-1,-1,-1,-1,-1,18866,20840,188,2172,5173,5446,20884,188,2172,5173,5446,2045
30000,2,2,2,24,0,0,0,0,0,0,26581,27080,26759,27186,27208,27234,1500,1445,1425,1000,1000,2000
140000,2,1,1,39,0,0,0,0,0,0,27942,29472,30579,31227,34898,35528,2000,1600,2000,5000,2000,30000
50000,2,1,1,45,-1,-1,-1,-1,-1,-1,7963,1664,5408,2734,7976,0,1669,5413,2734,7976,0,7000
110000,1,2,1,39,0,0,0,0,0,0,64494,49464,40359,34533,36819,32467,4000,3007,3000,3000,3000,4000
340000,2,3,2,46,1,-1,-1,0,0,-1,0,1321,35028,35028,8500,1612,1321,35028,0,0,1612,0
30000,2,1,2,27,0,0,0,0,0,2,20234,20476,21991,22544,24061,23428,2000,3000,2000,2000,1000,0
10000,1,3,2,28,2,0,0,-1,-1,0,6302,6390,0,1170,9956,9992,1000,1600,1170,9956,282,91
500000,1,1,2,29,0,0,0,0,0,-1,29378,20154,11963,8839,2678,3028,5000,8000,3000,1000,3028,8878
210000,2,1,2,30,1,-2,-2,-2,-1,-1,0,0,0,0,49525,0,0,0,0,49525,0,0
210000,2,1,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
60000,1,2,3,46,0,0,2,2,2,2,24677,26963,28210,27473,29176,28242,3000,2000,0,2289,0,1500
250000,2,3,0,26,0,0,0,0,0,0,28507,138894,131031,83674,64760,52397,129565,10000,3011,3000,2500,2000
80000,2,2,2,28,2,2,-1,-1,-1,-1,260,130,130,130,130,130,0,130,130,130,130,130
290000,2,2,1,34,0,0,0,0,-1,0,53437,44037,5441,7371,38832,41955,1274,1200,2033,38832,3900,188423
110000,1,1,1,29,0,0,0,0,0,0,51499,50405,49156,46426,43765,41295,1887,1601,1500,1696,1658,1179
160000,1,1,2,27,-1,-1,-1,-1,-1,-1,316,316,2968,19656,4056,7496,316,2968,19666,4056,7496,4836
10000,2,2,2,22,0,0,2,0,0,0,9721,11756,10844,10468,10101,9911,2939,0,507,365,404,459
140000,2,2,2,25,2,0,0,-1,-1,0,137606,140557,111000,3238,89437,91136,6000,3200,3238,89437,3228,3000
150000,1,1,2,52,0,0,0,0,0,0,227634,356216,247706,239805,242653,39496,18000,12370,6552,6936,395,0
200000,1,1,2,42,0,0,0,0,0,0,161514,163340,168701,172074,173907,184067,6000,8000,8000,6500,13500,0
380000,2,3,1,44,0,0,0,0,-1,-1,7234,4772,4519,3818,4096,4058,1500,2000,2023,4102,4448,7274
50000,1,2,2,27,0,0,0,0,0,0,17771,18794,19062,19443,19849,20287,1311,1299,680,703,750,626
30000,1,2,1,32,0,0,0,2,0,0,22503,24802,29367,28108,26717,11693,3000,5000,0,1003,1000,1000
30000,2,3,1,44,2,0,0,0,0,0,26627,27631,29179,30146,26371,27567,1452,2000,1500,933,2000,3000
220000,2,1,1,41,0,0,2,0,0,0,138657,156689,150748,154481,156487,154870,22000,0,8000,7000,6500,5000
50000,2,1,2,24,0,0,2,0,0,0,48483,52167,51052,50116,20181,19702,4500,0,2000,19000,1000,800
30000,1,2,2,26,3,2,2,0,0,0,30311,31213,30425,30062,30270,29176,1700,0,1310,908,915,1052
50000,1,2,2,36,1,2,2,2,2,2,19649,20526,19909,22096,22438,21941,1500,0,2531,1000,0,2000
50000,1,2,2,51,0,0,0,0,0,0,50383,49073,31036,20061,19710,19687,2304,2224,19691,1000,725,1000
210000,1,2,1,42,1,-2,-2,-2,-1,-1,652,0,326,321,1435,8480,0,326,326,1440,8521,9592
80000,2,2,1,51,1,2,2,2,2,2,15839,16591,16027,17160,16743,17961,1300,0,1400,0,1500,800
90000,2,2,1,36,0,0,2,0,0,0,86155,92406,90049,86984,67076,66533,8600,0,4100,5000,5000,5000
50000,1,2,2,33,0,0,2,2,0,0,29616,34040,30385,18399,19037,17945,5000,2000,0,2000,726,510
20000,1,1,2,26,0,0,0,0,0,2,11065,11788,13082,13498,14278,13899,1206,1500,634,1151,0,514
50000,2,3,2,23,-2,-2,-2,-2,-2,-2,8647,4872,-5,2809,0,0,4890,0,2814,0,0,0
90000,2,2,2,23,0,0,0,0,0,0,42105,43919,46812,44976,46406,47625,2500,3970,2500,2500,2500,1700
50000,2,2,2,24,0,0,0,0,0,0,27890,27788,19742,20672,16336,16921,2000,2000,1600,1000,1000,1000
200000,1,1,1,53,-2,-1,-1,-1,-1,-1,513,974,4271,3696,0,2099,974,4271,3696,0,2099,7784
240000,2,3,2,50,0,0,0,0,0,0,223045,218120,221051,191997,196221,200058,9490,8163,6753,7197,7176,5265
370000,1,2,2,39,0,0,0,0,0,0,377259,310284,278781,256794,156583,17909,15198,14177,15118,15020,10000,308000
200000,1,1,1,43,-1,0,-1,-1,-2,-2,18422,13546,3820,0,0,0,1127,3820,0,0,0,0
350000,2,1,1,36,-1,-1,-1,2,-1,-1,326,326,652,326,3817,2802,326,652,0,3817,2802,0
50000,1,2,2,40,0,0,0,0,0,0,47060,48117,49161,50173,18279,18266,2154,2588,2600,1000,653,1000
20000,1,3,2,26,3,3,2,0,0,0,21667,21081,19661,26158,13560,15324,0,25,2000,1000,2000,1000
20000,1,2,2,25,1,2,0,0,0,0,15863,14498,15064,13605,11844,10152,0,1157,574,423,374,648
50000,1,2,1,38,-1,-1,-1,-1,0,-1,1930,305,6270,6396,6596,3488,305,6270,6396,2200,3488,0
230000,2,1,2,28,-1,-1,-1,-1,-1,-1,12089,2306,13827,11686,46963,15962,2306,13835,11686,46963,15962,1596
170000,2,2,2,37,0,0,0,0,0,0,170687,29570,31776,34228,36645,38885,3000,3000,3000,3000,3000,3000
160000,2,1,1,47,1,2,0,0,2,0,89006,86694,88898,94289,91875,94405,0,4500,7800,0,4000,3700
260000,2,2,1,44,1,-1,-1,-1,-1,-1,-6,1100,2527,1698,0,5062,1106,2527,1698,0,5062,0
100000,2,3,1,55,-2,-2,-2,-2,-2,-2,390,390,390,390,390,390,390,390,390,390,390,390
70000,2,2,2,23,0,0,0,0,0,0,44830,46185,47208,47241,48212,45849,2100,2079,2500,2000,2000,1700
70000,1,2,1,36,0,0,0,0,0,0,33050,34100,21351,19837,19273,13900,5000,2000,3000,4000,10000,10000
360000,1,1,2,34,1,-2,-2,-2,-2,-1,0,0,0,0,0,150,0,0,0,0,150,59
110000,1,2,2,28,0,0,2,0,0,2,10817,10988,8033,7262,9612,6747,3000,0,2000,5000,0,1646
100000,2,3,1,29,1,-2,-2,-1,-1,-1,0,0,0,338,9448,1183,0,0,4838,9448,4183,1485
240000,2,1,3,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
310000,2,2,1,46,-2,-2,-2,-2,-2,-2,53474,11913,6629,34342,1900,5807,11919,6629,17171,3800,5807,1380
110000,2,1,2,28,1,-1,-1,-1,0,0,-100,200,400,46952,48455,47324,500,400,46952,3000,3000,2000
30000,1,2,2,39,2,4,3,2,2,4,25999,25305,24624,23930,28807,27781,0,0,0,5288,0,0
90000,1,1,2,26,1,-2,-1,-1,0,0,0,0,403,33982,30738,29018,0,403,33982,1000,1000,1000
110000,2,1,1,31,1,2,5,4,4,4,76817,89765,87486,90126,94687,97585,15200,0,5000,7000,5000,5000
120000,1,3,1,36,-1,-1,-1,-1,-1,0,326,326,326,326,652,326,326,326,326,652,0,290
20000,1,3,1,40,0,0,2,3,2,2,13370,16326,17963,17386,16809,18137,3200,2200,0,0,1600,900
210000,1,2,2,26,0,0,0,0,0,0,186109,168198,97223,202134,102844,39995,5929,3272,4362,5040,3195,105
280000,1,1,2,29,0,0,0,0,0,0,135056,130889,127768,130339,133035,135715,4547,4584,3647,3757,3799,3912
500000,1,1,2,43,0,0,0,0,0,0,141323,143548,146487,139155,142337,145411,5000,5015,5000,5000,5000,5000
110000,2,1,2,29,-1,-1,-1,-1,-1,-1,316,316,316,316,466,316,316,316,316,466,316,632
200000,2,2,1,37,-1,-1,-1,-1,-1,-1,313,0,313,152,148,498,0,313,152,148,498,148
300000,2,2,2,34,0,0,0,0,0,0,297890,216495,221737,224774,182544,92014,7800,8705,8500,6820,2700,3200
180000,2,2,1,38,0,0,0,0,0,2,36479,38813,40611,42641,45287,44577,2810,2600,2568,3214,0,1630
140000,2,1,1,40,0,0,0,0,0,0,67371,69027,56175,57666,59604,62480,3100,3888,2800,2800,3800,3000
230000,1,1,2,32,0,0,0,0,0,0,44734,47178,29582,38426,42500,43531,10120,20000,10000,5000,5000,5000
360000,2,1,1,42,-1,-1,2,2,2,-1,10000,893,1224,331,0,2757,893,331,0,0,2757,2056
130000,2,2,1,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,2,2,30,0,0,0,0,-2,-2,21062,6495,2207,0,0,0,2000,1000,0,0,0,0
140000,2,3,2,31,0,0,0,0,0,0,92636,94641,96667,98883,79972,81642,3500,3600,3900,3000,3000,3200
20000,2,2,2,48,1,3,2,2,2,2,17100,16537,16283,17708,18121,17692,0,300,2000,1000,0,792
130000,1,2,1,47,0,0,0,0,0,-2,109640,109699,91200,45400,0,0,8436,2270,0,0,0,0
350000,2,1,2,31,2,0,0,0,0,2,20042,108444,280478,143142,160442,98479,100000,200000,0,135000,0,100000
160000,2,2,2,33,-1,-1,-1,0,0,0,11859,0,11354,13012,17388,24140,0,11354,2000,6000,13000,11000
200000,2,1,1,34,-1,0,0,-1,0,-1,6206,6723,7545,362,181,488,1120,1024,362,0,488,300
30000,2,1,2,24,0,-1,2,-1,0,0,2880,3285,2280,248,248,-150,3285,0,248,0,0,0
300000,1,2,2,38,1,-1,3,2,-1,-1,0,780,780,390,390,390,1560,0,0,390,390,540
50000,2,2,2,23,2,2,-2,-2,-2,-1,4338,0,0,0,0,74,0,0,0,0,74,390
80000,1,3,1,38,-1,-1,2,0,-1,2,6270,14412,12540,1261,2705,1261,19421,0,0,2705,0,1261
20000,2,1,2,22,-2,-2,-2,-2,-2,-2,483,480,390,390,390,390,487,390,390,390,390,390
180000,1,1,2,31,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0
100000,2,2,2,29,0,0,0,0,0,-1,17848,19032,19664,16407,15068,40794,1775,1407,328,935,42000,1500
80000,2,2,1,41,0,0,0,2,0,0,78480,77063,76720,74651,57109,46703,3100,6300,0,1743,1588,1628
110000,2,2,1,43,0,0,2,0,0,0,108616,114854,105275,107561,105502,103813,9600,0,4000,3765,4000,4200
50000,1,3,1,23,0,0,0,0,0,0,43087,44468,46653,43143,19003,-317,2100,3260,1200,1000,0,16628
200000,2,2,1,28,-1,-1,-1,-1,-1,-1,3099,3174,0,3239,0,500,3174,0,3239,0,500,0
50000,1,2,1,53,0,0,0,0,0,0,48120,47824,48954,46716,18685,19076,1818,1948,1835,669,692,707
220000,2,0,1,35,-2,-2,-2,-2,-2,-2,0,319,10567,319,319,319,319,10567,319,319,319,2420
220000,1,2,1,38,0,0,0,0,0,0,147048,137560,131090,121259,117003,116902,6364,5892,5000,4369,4178,5000
200000,1,3,1,42,0,0,0,2,0,0,151392,148467,153409,145476,119025,115255,7000,14834,0,4575,4180,4634
50000,2,1,2,37,0,0,0,-1,0,0,43886,50411,9688,857,3810,4741,2500,7026,1000,3000,1000,1000
80000,2,1,2,29,-2,-2,-1,2,2,3,2673,0,317,317,1521,1204,0,317,0,1204,0,0
300000,1,2,2,42,1,-1,-1,2,2,-2,0,159,803,486,-712,-1037,159,803,8,387,0,0
280000,1,2,1,32,2,2,2,2,2,2,204057,199262,211391,214343,215633,210876,0,18000,8000,7500,0,8000
140000,2,2,2,26,0,0,0,-1,-1,-1,22844,8178,3776,3776,3776,4173,1119,1000,3776,3776,4173,1000
200000,2,1,2,25,0,-1,-1,-1,-2,-2,136435,105,99230,92388,18758,0,105,99230,10038,18758,0,0
110000,2,2,1,40,0,0,0,0,0,0,5457,6660,7590,8657,9013,9367,1300,1200,1200,500,500,1000
200000,2,1,1,28,0,0,0,0,0,0,40559,44565,46815,52978,53970,56064,5000,3000,7000,2000,3000,3000
210000,1,2,2,29,0,0,0,0,0,0,62590,61942,118652,8757,8936,9118,3815,93575,1000,179,182,0
50000,1,3,1,58,0,0,0,-2,-2,-1,50456,51400,0,0,0,10400,2400,0,0,0,10400,0
280000,1,3,2,30,0,0,0,0,0,0,104252,107034,109958,112850,115092,117496,4510,4654,4730,4119,4258,4292
270000,1,1,1,47,-1,0,0,-1,-1,-1,5908,8003,8156,5572,3697,19529,2222,2040,5599,3715,19626,2777
230000,2,1,1,47,-2,-2,-2,-2,-2,-2,-96,2935,2889,17978,9462,8134,3031,2889,17993,9468,8949,3915
320000,1,1,2,57,0,0,0,0,0,0,234704,242324,241384,156047,153955,133407,11000,12000,7500,6200,4600,5000
500000,2,1,2,34,0,0,0,0,0,0,161716,143382,123316,142773,107136,95915,6018,5198,46047,10039,30027,60038
500000,2,2,2,28,0,0,0,0,0,0,182416,150298,88448,58009,47336,7112,5000,3850,3248,13736,14256,220371
400000,1,1,2,28,-1,0,-1,0,0,0,21012,10107,240244,287499,86684,6796,5056,241366,278006,425,34,2966
230000,2,3,2,38,0,0,0,0,0,0,14887,23751,52698,101007,103598,150430,10000,30000,50000,4691,50000,4000
60000,1,3,2,36,0,0,0,0,0,0,34364,34246,13266,19876,19274,17923,5000,1029,19507,1000,358,3045
200000,2,1,1,32,0,0,0,0,0,0,101685,100328,151733,147327,59949,39197,4000,59949,6000,2000,2000,2000
150000,2,1,2,32,1,-1,-1,-1,0,-1,0,258,44476,18547,32581,95780,258,44476,18547,17000,95780,99983
230000,1,1,1,44,1,-1,-1,0,-1,-1,-213,2302,22049,20756,8035,10766,5000,22068,2014,9000,10766,7721
360000,2,2,1,58,-2,-1,-1,-2,-2,-2,0,600,0,0,0,1459,600,0,0,0,1459,0
50000,1,2,2,33,0,0,0,0,0,0,45853,44206,34713,19474,19508,19837,5435,2109,1576,1000,2000,1000
390000,1,1,1,31,0,0,-1,-1,-1,-1,54007,62761,10373,6803,2601,2979,49188,10411,6830,2608,2987,2236
40000,2,1,2,25,-1,-1,-1,-1,-1,-1,20216,8851,17940,31308,12009,32846,8851,18220,31319,12009,33482,13785
160000,2,2,3,27,0,0,-1,0,0,0,11442,7257,15770,27024,14490,8190,1000,15793,11000,6000,1000,10312
50000,1,2,2,25,0,0,0,0,0,0,47034,48442,49173,49290,48910,48910,2500,2200,1700,1000,0,0
50000,2,2,2,25,0,0,0,0,0,0,47858,40506,40110,41070,40731,40440,1949,1685,2777,1423,1462,1463
200000,1,1,1,29,-1,-1,-1,-1,-1,-1,9585,1686,820,1889,6617,3986,1735,824,1889,6617,3986,2460
30000,1,3,2,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
400000,2,2,1,30,0,0,-1,-1,-1,-1,161226,139481,17939,10315,22728,11493,5000,17939,12845,22728,11493,10703
70000,1,2,1,48,0,0,0,-1,-1,-1,8439,7606,8638,1230,390,890,1188,2000,1230,390,890,215
50000,1,3,1,40,-1,-1,-1,-1,-1,-1,1261,2522,170,1261,390,390,2522,170,1261,390,390,390
30000,2,2,1,38,-1,-1,-2,-1,0,-1,2805,0,0,48514,49300,691,0,0,48514,986,691,4645
160000,2,2,2,24,0,0,0,0,0,0,55559,51972,34983,26514,17602,9308,3010,3000,2000,1000,2000,0
280000,2,1,2,29,-1,-1,-1,-1,-1,0,33210,526,9252,21254,1608,407,726,9298,21360,1614,2,4069
80000,1,2,2,33,-1,-1,-1,-1,-1,-1,32394,23160,31484,396,3832,3867,23185,31610,396,3832,3867,1500
100000,1,1,1,33,0,0,0,2,2,2,34139,38219,42604,44607,45576,46495,5000,5000,3000,2000,1800,1600
360000,1,1,1,49,-1,-1,-2,-2,-1,2,4698,-200,-200,0,5084,2500,0,0,200,5084,0,0
500000,2,2,2,36,0,0,0,0,-2,-1,21368,21094,12675,5803,5841,2227,4066,5004,28,2033,3130,94593
170000,1,4,2,28,0,0,0,0,0,0,169763,166286,162330,110034,97018,96056,6300,8138,4206,3366,3421,3642
60000,2,2,2,23,0,0,0,0,0,0,28406,28781,29219,29036,29493,29776,1790,1760,1200,1500,1367,1000
250000,2,1,2,35,-1,-1,-1,-1,0,0,4807,10446,17904,99464,86180,36038,10446,17911,99738,4055,0,0
390000,1,1,2,47,1,-1,-1,-2,-1,-1,0,3760,0,0,123,0,3760,0,0,123,0,0
360000,2,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
160000,2,2,1,30,-1,-1,-1,-1,-1,2,33712,14116,-2985,1472,2985,1513,14116,0,4457,1513,0,1328
100000,2,1,2,25,1,-1,-1,-1,-1,-2,0,3473,0,1012,0,0,3473,0,1012,0,0,0
20000,1,1,1,35,2,2,2,-1,0,0,20547,17089,15824,17840,18140,0,1250,0,30000,500,0,0
100000,2,1,2,25,1,-1,-1,-1,-1,-1,0,460,0,85,60,520,460,0,85,60,520,0
180000,1,2,1,26,0,0,0,2,-1,-1,175539,138825,51686,2594,171716,181693,3826,7000,0,171716,13400,0
390000,2,2,1,37,0,0,0,0,0,0,175363,164292,144731,145140,130727,131619,5551,5358,5500,5000,20000,10000
160000,1,3,1,51,0,0,0,-2,-1,-1,4042,4338,-1801,-5513,743,1012,1000,0,0,6256,1050,1000
120000,1,3,1,42,2,2,-2,-2,-2,-2,61650,0,0,0,0,0,0,0,0,0,0,0
80000,2,2,2,23,0,0,0,-1,-1,0,6085,4728,5750,1361,1402,1911,1128,1150,1361,1402,1000,344
20000,1,1,2,23,1,2,3,2,0,0,18679,20380,19753,19160,19661,19816,2300,0,0,788,558,198
90000,2,1,2,28,1,2,0,0,0,2,5799,3095,5257,6649,8680,7844,0,3000,2000,3000,0,20000
170000,2,1,1,35,0,0,-1,-1,-1,-1,86239,75600,2800,21881,0,6780,1512,2800,21881,0,6780,530
190000,1,1,1,44,-1,-1,2,2,-2,-2,231,3421,3190,0,0,0,3190,0,0,0,0,0
140000,1,5,2,26,0,0,0,0,0,0,136953,133265,82163,83238,85383,86615,6350,2900,2950,4000,3576,2200
230000,2,1,1,46,-2,-2,-2,-2,-2,-2,4957,9463,7697,5308,2048,6283,9467,7697,5308,2048,6283,18157
390000,2,1,1,42,0,0,0,0,0,0,310075,184647,90383,55212,29701,-1429,10021,4000,15046,20000,0,10090
270000,1,2,1,49,0,0,0,2,0,0,157713,154413,166550,162244,126877,129903,7100,16000,7,5000,5000,5000
280000,2,2,2,28,1,-2,-1,0,0,-1,0,0,11905,8350,2428,4662,0,11905,200,49,4662,6278
360000,1,1,2,34,-1,-1,0,0,0,0,5275,24267,33473,51900,30424,48646,24267,10000,20000,3003,20000,30000
360000,1,5,1,34,0,-1,-1,-1,0,-1,30447,9428,11704,19036,41147,53733,10052,11767,20036,22207,54981,2227
130000,1,3,2,28,-1,-1,-1,-1,-1,-1,3964,600,0,631,0,427,600,0,631,0,427,1747
120000,1,2,2,34,0,0,0,2,2,2,49206,50386,54656,54963,55865,54842,2000,5100,1800,2400,0,5500
50000,1,3,1,29,0,0,0,-1,-1,-1,9527,9907,9660,880,990,780,2000,1092,880,990,780,0
50000,2,1,2,26,1,2,0,0,0,0,42207,42226,38859,39475,40187,40992,2200,1962,1562,1500,1474,2300
40000,1,1,2,45,-1,-1,-1,-1,-1,0,10567,264,3430,-147,672,5408,264,3430,0,24672,5000,3020
70000,2,2,1,37,0,0,2,0,0,0,67374,70890,66782,67266,66431,67046,6044,0,2975,2505,2590,2610
20000,1,1,2,24,1,-2,-2,-2,-2,-1,0,0,0,0,0,1273,0,0,0,0,1273,0
130000,2,5,1,32,0,-1,-1,0,0,0,3275,376,17055,14693,14855,14817,376,17055,575,449,1000,339
80000,2,2,2,29,0,0,0,0,0,0,89061,31367,34848,69990,36711,38103,4000,4000,2000,4000,2000,2000
150000,2,2,1,36,-2,-2,-1,-1,2,-1,11085,2500,190,3173,673,38100,2507,190,3180,0,38100,5000
210000,1,1,2,35,-1,2,2,-2,-2,-2,1527,1350,0,0,0,0,0,0,0,0,0,0
30000,1,3,1,42,0,0,2,-1,-1,2,14617,20350,18456,4190,13702,13247,6000,28,5000,13702,0,10000
30000,1,3,2,59,1,2,0,0,0,0,13486,12984,13991,14114,14406,14692,0,1528,651,668,674,683
80000,2,2,2,45,1,-1,-1,-2,-2,-2,-1600,82150,0,0,0,0,83750,0,0,0,0,0
140000,2,3,2,59,1,2,0,0,0,0,63654,62042,63445,63729,63751,65421,0,3000,2000,2000,2000,3000
270000,1,3,1,32,3,2,0,0,0,0,150616,146262,149449,150893,153878,157324,0,7100,5500,6000,6000,5100
150000,1,2,2,31,-1,-1,2,0,-1,-1,8839,18814,14776,15582,7722,10156,11394,0,13000,7722,11000,21191
140000,1,2,2,31,0,0,0,0,0,0,64300,62758,77133,71397,71546,83412,20009,32637,15027,10021,20055,10037
380000,1,1,1,39,2,0,0,0,0,0,127449,130506,132838,136616,140240,143914,6600,6000,6000,6000,6000,6005
80000,1,2,1,31,0,0,0,0,0,0,70664,62223,26400,27201,27363,-4000,2036,1500,1201,1500,2000,2000
90000,2,2,1,31,-1,-1,-2,-2,-2,-2,350,0,0,0,0,0,0,0,0,0,0,0
20000,1,1,2,26,1,2,0,0,0,0,15397,10403,7207,7351,7512,8380,0,1500,264,280,1000,813
100000,2,2,2,24,3,2,2,2,2,2,81601,79689,85389,83121,88304,90746,0,7000,0,6600,4000,3200
80000,2,1,2,25,1,2,0,0,2,2,5999,5758,7039,7595,7053,7082,0,1416,943,100,443,0
50000,2,2,1,31,0,0,0,0,0,0,52754,50393,25953,27350,19931,16845,3000,5000,3000,3002,3007,7000
90000,2,2,2,43,0,0,2,0,0,0,17503,20898,20263,20145,24845,23745,4000,0,3000,8000,5000,5000
20000,1,5,2,55,0,0,0,2,0,0,69257,70055,18997,10404,11170,380,2400,1833,1100,2300,0,400
60000,2,2,1,35,0,0,0,0,0,0,60505,60820,54853,39112,39714,38850,2300,2000,1500,1500,1600,1400
80000,2,2,2,25,0,0,0,0,0,0,80115,77427,77657,70105,39751,14765,75004,3096,1887,1081,2044,0
160000,2,3,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
10000,1,2,2,32,1,2,0,0,0,0,9001,8322,8630,8630,7850,8150,0,1400,0,0,1600,0
150000,2,2,1,27,-2,-2,-2,-2,-2,-2,5560,0,0,0,0,0,0,0,0,0,0,0
140000,1,2,1,48,0,0,0,0,0,0,80740,82439,84125,85968,88679,99558,3000,3060,3241,4264,12400,0
500000,2,2,1,52,0,0,0,0,0,0,588000,277559,288835,281810,273700,269552,17559,36500,20000,36000,20000,80013
160000,2,2,1,35,0,0,0,0,0,0,17742,12939,7035,4596,4635,2744,2000,1000,500,1000,1000,2000
60000,2,2,2,25,2,2,4,4,3,2,600,600,600,600,300,150,0,0,0,0,0,586
220000,2,1,2,29,-2,-2,-2,-1,-1,-1,0,799,0,5501,3816,15448,799,0,5501,3816,15448,4179
170000,1,1,2,28,0,0,0,0,0,0,73254,68005,63311,57304,51663,45795,2500,3000,2200,2000,1700,1500
30000,1,1,2,24,-1,-1,-1,-1,-1,-1,8217,3000,0,504,279,254,5000,0,504,300,500,1000
